Source,Target,Source_Party,Target_Party,Source_Reselection,Target_Reselection,Source_District_Type,Target_District_Type,Source_Gender,Target_Gender,Source_Role,Target_Role
황주홍,정인화,국민의당,국민의당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
권성동,박순자,자유한국당,자유한국당,3선,3선,지역구,지역구,남,여,Co-Sponsor,Representative
김철민,박순자,더불어민주당,자유한국당,초선,3선,지역구,지역구,남,여,Co-Sponsor,Representative
김학용,박순자,자유한국당,자유한국당,3선,3선,지역구,지역구,남,여,Co-Sponsor,Representative
박성중,박순자,자유한국당,자유한국당,초선,3선,지역구,지역구,남,여,Co-Sponsor,Representative
서청원,박순자,자유한국당,자유한국당,8선,3선,지역구,지역구,남,여,Co-Sponsor,Representative
송희경,박순자,자유한국당,자유한국당,초선,3선,비례대표,지역구,여,여,Co-Sponsor,Representative
이명수,박순자,자유한국당,자유한국당,3선,3선,지역구,지역구,남,여,Co-Sponsor,Representative
이종배,박순자,자유한국당,자유한국당,재선,3선,지역구,지역구,남,여,Co-Sponsor,Representative
이철우,박순자,자유한국당,자유한국당,3선,3선,지역구,지역구,남,여,Co-Sponsor,Representative
함진규,박순자,자유한국당,자유한국당,재선,3선,지역구,지역구,남,여,Co-Sponsor,Representative
강창일,홍의락,더불어민주당,무소속,4선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
강훈식,홍의락,더불어민주당,무소속,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김민기,홍의락,더불어민주당,무소속,재선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김현권,홍의락,더불어민주당,무소속,초선,재선,비례대표,지역구,남,남,Co-Sponsor,Representative
어기구,홍의락,더불어민주당,무소속,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
이개호,홍의락,더불어민주당,무소속,재선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
이용득,홍의락,더불어민주당,무소속,초선,재선,비례대표,지역구,남,남,Co-Sponsor,Representative
조승래,홍의락,더불어민주당,무소속,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
진선미,홍의락,더불어민주당,무소속,재선,재선,지역구,지역구,여,남,Co-Sponsor,Representative
강훈식,전해철,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
권미혁,전해철,더불어민주당,더불어민주당,초선,재선,지역구,지역구,여,남,Co-Sponsor,Representative
금태섭,전해철,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
기동민,전해철,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김성수,전해철,더불어민주당,더불어민주당,초선,재선,비례대표,지역구,남,남,Co-Sponsor,Representative
김철민,전해철,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김태년,전해철,더불어민주당,더불어민주당,3선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
박주민,전해철,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
서영교,전해철,더불어민주당,더불어민주당,재선,재선,지역구,지역구,여,남,Co-Sponsor,Representative
심기준,전해철,더불어민주당,더불어민주당,초선,재선,비례대표,지역구,남,남,Co-Sponsor,Representative
이용득,전해철,더불어민주당,더불어민주당,초선,재선,비례대표,지역구,남,남,Co-Sponsor,Representative
황희,전해철,더불어민주당,더불어민주당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
강효상,유민봉,자유한국당,자유한국당,초선,초선,비례대표,비례대표,남,남,Co-Sponsor,Representative
김승희,유민봉,자유한국당,자유한국당,초선,초선,비례대표,비례대표,여,남,Co-Sponsor,Representative
박인숙,유민봉,자유한국당,자유한국당,재선,초선,지역구,비례대표,여,남,Co-Sponsor,Representative
송희경,유민봉,자유한국당,자유한국당,초선,초선,비례대표,비례대표,여,남,Co-Sponsor,Representative
윤재옥,유민봉,자유한국당,자유한국당,재선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
이명수,유민봉,자유한국당,자유한국당,3선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
이종배,유민봉,자유한국당,자유한국당,재선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
이채익,유민봉,자유한국당,자유한국당,재선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
정유섭,유민봉,자유한국당,자유한국당,초선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
강효상,유민봉,자유한국당,자유한국당,초선,초선,비례대표,비례대표,남,남,Co-Sponsor,Representative
김명연,유민봉,자유한국당,자유한국당,재선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
김진태,유민봉,자유한국당,자유한국당,재선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
성일종,유민봉,자유한국당,자유한국당,초선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
이명수,유민봉,자유한국당,자유한국당,3선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
이상민,유민봉,더불어민주당,자유한국당,4선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
이철규,유민봉,무소속,자유한국당,초선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
정유섭,유민봉,자유한국당,자유한국당,초선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
조경태,유민봉,자유한국당,자유한국당,4선,초선,지역구,비례대표,남,남,Co-Sponsor,Representative
최연혜,유민봉,자유한국당,자유한국당,초선,초선,비례대표,비례대표,여,남,Co-Sponsor,Representative
김삼화,손금주,국민의당,국민의당,초선,초선,비례대표,지역구,여,남,Co-Sponsor,Representative
김수민,손금주,국민의당,국민의당,초선,초선,비례대표,지역구,여,남,Co-Sponsor,Representative
김중로,손금주,국민의당,국민의당,초선,초선,비례대표,지역구,남,남,Co-Sponsor,Representative
박주현,손금주,국민의당,국민의당,초선,초선,비례대표,지역구,여,남,Co-Sponsor,Representative
오세정,손금주,국민의당,국민의당,초선,초선,비례대표,지역구,남,남,Co-Sponsor,Representative
이언주,손금주,더불어민주당,국민의당,재선,초선,지역구,지역구,여,남,Co-Sponsor,Representative
정성호,손금주,더불어민주당,국민의당,3선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
채이배,손금주,국민의당,국민의당,초선,초선,비례대표,지역구,남,남,Co-Sponsor,Representative
최명길,손금주,더불어민주당,국민의당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
강석진,이헌승,자유한국당,자유한국당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김도읍,이헌승,자유한국당,자유한국당,재선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김한표,이헌승,자유한국당,자유한국당,재선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
박대출,이헌승,자유한국당,자유한국당,재선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
박덕흠,이헌승,자유한국당,자유한국당,재선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
박완수,이헌승,자유한국당,자유한국당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
성일종,이헌승,자유한국당,자유한국당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
엄용수,이헌승,자유한국당,자유한국당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
윤한홍,이헌승,자유한국당,자유한국당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
이명수,이헌승,자유한국당,자유한국당,3선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
이양수,이헌승,자유한국당,자유한국당,초선,재선,지역구,지역구,남,남,Co-Sponsor,Representative
김관영,김광수,국민의당,국민의당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김삼화,김광수,국민의당,국민의당,초선,초선,비례대표,지역구,여,남,Co-Sponsor,Representative
김종회,김광수,국민의당,국민의당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
박주현,김광수,국민의당,국민의당,초선,초선,비례대표,지역구,여,남,Co-Sponsor,Representative
손금주,김광수,국민의당,국민의당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
이동섭,김광수,국민의당,국민의당,초선,초선,비례대표,지역구,남,남,Co-Sponsor,Representative
주승용,김광수,국민의당,국민의당,4선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
채이배,김광수,국민의당,국민의당,초선,초선,비례대표,지역구,남,남,Co-Sponsor,Representative
황주홍,김광수,국민의당,국민의당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
강창일,심재권,더불어민주당,더불어민주당,4선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
고용진,심재권,더불어민주당,더불어민주당,초선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
김경협,심재권,더불어민주당,더불어민주당,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
김민기,심재권,더불어민주당,더불어민주당,재선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
김병욱,심재권,더불어민주당,더불어민주당,초선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
김상희,심재권,더불어민주당,더불어민주당,3선,3선,지역구,지역구,여,남,Co-Sponsor,Representative
김영호,심재권,더불어민주당,더불어민주당,초선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
김철민,심재권,더불어민주당,더불어민주당,초선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
노웅래,심재권,더불어민주당,더불어민주당,3선,3선,지역구,지역구,남,남,Co-Sponsor,Representative
