Source,Target,Source_Party,Target_Party,Source_Reselection,Target_Reselection,Source_District_Type,Target_District_Type,Source_Gender,Target_Gender,Source_Role,Target_Role
강승규,박대출,국민의힘,국민의힘,재선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
김태호,박대출,국민의힘,국민의힘,4선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
김상훈,박대출,국민의힘,국민의힘,4선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
정연욱,박대출,국민의힘,국민의힘,초선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
박충권,박대출,국민의힘,국민의힘,초선,4선,비례대표,지역구,남,남,Co-Sponsor,Representative
최은석,박대출,국민의힘,국민의힘,초선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
김동아,송재봉,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김문수,송재봉,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
이강일,송재봉,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김우영,송재봉,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
이연희,송재봉,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
이광희,송재봉,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
황명선,송재봉,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
김남희,송재봉,더불어민주당,더불어민주당,초선,초선,지역구,지역구,여,남,Co-Sponsor,Representative
서미화,송재봉,더불어민주당,더불어민주당,초선,초선,비례대표,지역구,여,남,Co-Sponsor,Representative
임미애,송재봉,더불어민주당,더불어민주당,초선,초선,비례대표,지역구,여,남,Co-Sponsor,Representative
임호선,송재봉,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
구자근,김도읍,국민의힘,국민의힘,재선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
강승규,김도읍,국민의힘,국민의힘,재선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
신동욱,김도읍,국민의힘,국민의힘,초선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
조지연,김도읍,국민의힘,국민의힘,초선,4선,지역구,지역구,여,남,Co-Sponsor,Representative
유용원,김도읍,국민의힘,국민의힘,초선,4선,비례대표,지역구,남,남,Co-Sponsor,Representative
권영세,김도읍,국민의힘,국민의힘,5선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
김성원,김도읍,국민의힘,국민의힘,3선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
정점식,김도읍,국민의힘,국민의힘,3선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
장동혁,김도읍,국민의힘,국민의힘,재선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
유상범,김도읍,국민의힘,국민의힘,재선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
김석기,김도읍,국민의힘,국민의힘,3선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
김미애,김도읍,국민의힘,국민의힘,재선,4선,지역구,지역구,여,남,Co-Sponsor,Representative
곽규택,김도읍,국민의힘,국민의힘,초선,4선,지역구,지역구,남,남,Co-Sponsor,Representative
강준현,이재관,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
이정문,이재관,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
양부남,이재관,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
박정현,이재관,더불어민주당,더불어민주당,초선,초선,지역구,지역구,여,남,Co-Sponsor,Representative
복기왕,이재관,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
문진석,이재관,더불어민주당,더불어민주당,재선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
이병진,이재관,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
윤종군,이재관,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
오세희,이재관,더불어민주당,더불어민주당,초선,초선,비례대표,지역구,여,남,Co-Sponsor,Representative
박희승,이재관,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
황명선,이재관,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
허성무,이재관,더불어민주당,더불어민주당,초선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
정동영,이재관,더불어민주당,더불어민주당,5선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
민홍철,이재관,더불어민주당,더불어민주당,4선,초선,지역구,지역구,남,남,Co-Sponsor,Representative
